id,Number_of_Shots_Fired,Distance_of_Victim_from_Police,Response_Time,Number_of_Officers_Involved,Time_of_Day,Population_Density_Of_City,Duration_of_Incident,Distance_from_the_Nearest_Police_Station
4763,4,538,3,4,12:56AM,224794,90,1933
4766,10,941,20,3,10:19AM,187968,47,609
4767,8,625,9,5,08:11PM,468347,55,665
4768,6,702,14,6,12:51PM,448576,68,1457
4770,9,399,0,4,12:14PM,240149,7,1720
4771,4,198,3,3,02:20PM,372352,58,1457
4772,9,333,3,1,01:27AM,187034,6,510
4773,8,55,16,1,11:07PM,110486,27,476
4775,5,1248,2,4,09:58PM,125636,36,1567
4777,2,651,4,4,05:17PM,467389,23,356
4778,2,1093,6,5,04:51PM,351676,66,367
4780,10,1343,13,1,03:36AM,276500,55,859
4781,10,960,17,2,02:20PM,159441,28,1004
4782,6,1099,12,1,11:09AM,442618,21,396
4783,4,746,0,3,03:52AM,187252,68,892
4785,7,1297,11,5,02:28PM,117062,27,816
4787,0,701,0,3,11:30AM,268440,36,417
4788,8,1479,6,5,08:37PM,267222,17,718
4789,4,385,3,3,08:12PM,405664,61,1390
4793,7,653,6,3,11:14AM,101354,38,1551
4795,1,1205,13,3,05:13AM,295383,69,1374
4796,0,126,8,3,03:06PM,436398,76,101
4797,4,627,3,5,08:27AM,192511,88,1887
4798,3,67,3,2,12:56AM,459819,8,1774
4800,2,1309,1,4,06:11PM,276500,10,1159
4801,4,620,3,4,03:48PM,488119,29,887
4802,7,1440,19,3,03:14PM,206495,83,1290
4803,6,465,17,1,10:49PM,388614,35,1433
4804,8,309,20,2,05:52PM,464660,64,1630
4805,6,925,16,3,01:49AM,449386,45,335
4806,5,631,6,2,07:37PM,276500,68,109
4807,10,218,14,6,10:39AM,443208,78,1631
4808,7,817,14,1,09:53AM,196895,70,369
4809,7,367,4,6,04:53PM,237130,34,1175
4810,0,253,2,1,05:29AM,314186,75,826
4811,0,1207,4,5,05:39PM,230368,51,1934
4812,3,450,15,6,07:44AM,146982,90,1563
4816,2,1345,8,2,11:05AM,125636,22,1835
4817,3,873,0,1,08:41AM,446145,20,1151
4819,7,716,11,6,04:43AM,186902,3,1767
4821,2,1127,20,4,06:07PM,430274,14,1335
4822,5,681,8,2,08:57AM,492129,12,280
4823,3,474,0,5,04:50AM,473606,2,895
4824,5,761,2,3,09:40AM,376904,3,1231
4826,8,1036,7,4,07:40PM,378013,64,1667
4828,10,213,15,5,11:17PM,117496,60,1131
4829,7,170,5,4,05:46PM,268440,90,677
4831,1,1245,16,1,10:57PM,118917,19,1224
4832,7,1381,17,2,04:06PM,361130,45,1185
4833,3,894,2,5,05:13PM,333735,32,1837
4834,4,1060,10,3,11:30AM,222135,90,1992
4835,9,371,16,3,10:40AM,144490,35,1574
4836,5,264,11,2,06:59PM,144490,6,599
4837,7,1455,6,3,02:00PM,101354,74,1602
4839,7,334,6,2,08:03PM,109878,64,666
4840,5,1235,15,5,12:19AM,224794,85,1101
4841,6,109,16,1,04:44AM,111247,72,292
4842,0,262,8,4,04:56AM,234390,2,1652
4843,8,33,20,5,11:40AM,275771,82,507
4845,8,978,9,4,12:32AM,338835,67,929
4847,9,1151,0,6,07:59AM,207322,76,1525
4848,1,1102,15,6,08:23PM,498713,20,401
4849,10,463,15,1,10:33AM,498713,14,424
4850,1,1060,1,2,06:10PM,123357,73,516
4852,0,977,7,4,05:11AM,292132,58,1637
4853,4,1302,6,6,08:15AM,325613,80,1026
4854,3,217,15,3,03:50PM,264105,9,1272
4855,8,1372,11,2,02:16AM,276530,33,310
4856,0,362,20,6,12:47AM,133895,80,298
4857,9,987,5,2,11:21AM,222016,51,1096
4858,4,204,11,4,09:34PM,294788,84,515
4859,8,219,8,2,07:01PM,146982,75,382
4861,1,748,18,4,04:17AM,165744,82,1244
4862,5,484,13,4,01:06AM,280504,35,997
4863,3,1193,6,1,06:19PM,131302,13,1212
4864,7,469,4,4,08:00AM,427477,68,1553
4865,8,618,7,6,07:07PM,372743,67,147
4866,5,1380,17,4,10:41AM,420753,71,1039
4867,9,247,11,2,07:49AM,424886,81,1147
4868,1,1307,3,5,12:14PM,370353,36,1643
4869,2,510,9,5,09:05AM,174135,21,1065
4870,0,931,13,6,09:45PM,276500,82,759
4871,0,365,20,1,12:53PM,101354,3,758
4873,0,660,13,6,10:36PM,143944,21,1152
4874,6,661,9,3,12:56PM,443208,28,138
4877,2,697,4,3,04:09AM,106540,20,1866
4879,7,529,2,4,08:31AM,397256,65,1651
4880,5,971,14,6,12:19PM,187034,30,411
4881,1,1056,8,6,11:10AM,121647,73,1721
4882,10,271,6,6,09:40AM,363017,82,1229
4883,8,229,5,4,06:48PM,257910,77,1661
4884,4,354,12,6,05:07AM,254468,71,1104
4885,7,1143,20,1,12:21PM,275794,57,1600
4886,7,110,17,4,09:25PM,318383,34,1822
4887,4,587,14,5,12:44PM,180532,42,275
4888,8,1038,17,4,01:42PM,365204,2,639
4889,3,291,18,2,11:56AM,489976,25,113
4890,3,831,14,3,01:41AM,191185,71,1575
4891,7,904,0,3,09:08PM,177154,17,1494
4892,4,100,6,3,10:47PM,480938,29,893
4893,7,837,7,4,05:12PM,324805,65,1785
4894,1,706,8,1,09:58PM,190465,38,1012
4895,3,875,10,2,03:56PM,185302,14,1214
4896,10,1189,19,5,01:52PM,219930,2,1303
4897,9,839,19,5,09:11PM,101960,60,759
4898,3,1090,3,4,10:20PM,363744,40,1668
4899,3,1457,10,5,05:05AM,318404,78,1831
4900,0,1341,12,5,08:57AM,425770,41,362
4901,2,1101,14,2,12:11AM,382510,22,122
4903,0,1370,17,4,04:08AM,229665,78,1843
4906,8,905,7,3,07:37AM,428211,36,1084
4907,9,639,1,2,09:29PM,199948,65,1611
4908,2,182,2,3,08:23AM,152472,29,730
4909,1,1169,0,2,05:39PM,484396,47,1307
4910,2,203,14,2,01:01AM,342440,79,1466
4911,10,209,4,4,03:26PM,365482,61,661
4912,10,621,18,4,05:07AM,352725,34,1344
4914,5,307,4,1,03:58AM,383545,3,199
4915,4,1444,9,1,07:08AM,472509,57,873
4918,9,1082,6,3,03:46AM,427838,75,664
4919,2,362,9,3,03:55AM,275109,48,706
4921,2,732,3,3,01:50AM,266586,69,1348
4923,1,837,14,2,02:56PM,173408,52,1824
4924,6,1219,8,3,04:08PM,185577,3,969
4925,9,1035,1,6,01:52PM,118603,57,419
4926,2,1084,3,5,09:54PM,146655,7,1056
4927,8,1350,5,4,11:13AM,325879,75,1840
4928,4,1235,13,1,12:12AM,444406,67,615
4929,0,588,12,5,04:49AM,292239,89,753
4930,4,635,12,1,05:04PM,447752,40,1439
4931,7,705,2,4,09:11AM,366607,71,797
4932,2,22,17,4,09:44PM,451652,68,789
4933,4,1012,19,6,02:08PM,237921,72,944
4934,3,634,19,3,08:15AM,124562,29,1606
4935,10,872,4,5,11:28PM,219210,25,1047
4936,6,175,7,2,12:18PM,124562,18,1214
4937,2,257,18,6,02:10AM,428621,76,851
4938,5,864,10,4,04:23AM,165744,6,1146
4939,0,805,10,3,10:21AM,118439,23,998
4940,3,1241,20,2,02:54AM,202046,23,225
4941,2,871,14,1,04:59AM,196895,12,1011
4942,4,966,19,3,04:25AM,363744,55,1897
4943,0,237,13,5,02:14AM,218793,62,1923
4944,10,316,14,6,02:00AM,190465,41,1665
4945,6,399,16,2,03:25AM,426975,67,1332
4946,0,711,7,6,01:54AM,428637,59,1730
4949,8,304,3,3,07:42AM,378649,46,797
4951,5,1071,10,4,05:19AM,158235,47,806
4954,5,1302,14,4,01:21AM,325579,15,953
4955,5,960,3,6,07:23PM,123357,88,1489
4956,2,1452,7,3,05:58PM,300936,3,1848
4957,2,353,8,4,01:40PM,305295,39,690
4962,7,1005,11,2,08:23AM,422664,50,1584
4963,10,1179,2,6,12:41PM,187034,20,1542
4964,5,1330,13,1,06:57PM,422859,69,1002
4965,4,211,6,1,09:36PM,219930,20,775
4966,1,89,20,1,05:32PM,421153,19,1129
4967,8,881,20,1,01:55AM,183556,32,1424
4968,2,1103,15,4,09:28AM,370231,57,1991
4969,2,92,2,2,03:37AM,118500,69,1482
4971,7,495,0,4,09:48AM,353044,68,660
4973,0,1268,7,2,07:40PM,139761,46,1426
4974,9,94,9,2,10:48AM,188784,50,1468
4975,6,616,14,4,08:03AM,454968,41,885
4976,0,895,19,4,10:49AM,137728,53,1478
4977,9,1482,7,2,02:52AM,139432,69,1730
4978,7,1392,7,5,02:00AM,104768,39,283
4979,6,198,19,6,03:31PM,390368,29,1326
4980,2,276,3,3,12:38AM,136061,30,1825
4982,1,626,19,6,01:14AM,165744,35,601
4983,2,1372,7,4,01:18AM,442618,71,722
4984,0,237,1,5,10:46AM,432581,3,991
4985,4,611,14,4,04:36PM,324840,55,1314
4986,0,78,1,6,03:23AM,323591,38,1494
4988,1,758,4,1,07:15AM,459217,51,491
4989,9,536,19,1,11:57PM,362858,60,993
4993,1,617,4,5,08:21AM,382510,89,1338
4994,4,76,14,2,02:05AM,375288,46,1710
4995,4,1484,7,2,04:21PM,318623,60,731
4996,8,748,5,1,05:59PM,148642,35,1977
4997,3,514,17,4,05:44PM,437945,62,1847
4998,4,750,15,4,01:22PM,428637,10,718
4999,10,1234,10,5,12:43PM,287364,47,1943
5001,5,1008,4,6,02:27AM,231655,29,155
5003,0,780,11,1,12:33PM,204425,53,554
5004,0,1192,2,6,12:24AM,488010,74,593
5005,7,1327,18,1,02:33AM,185214,26,1066
5006,10,540,15,3,01:43AM,426896,79,1947
5007,10,427,9,4,01:46AM,311842,38,1528
5008,5,28,12,1,03:55AM,463021,17,1502
5009,1,575,12,1,06:37AM,480033,70,344
5010,1,1461,0,1,01:01PM,387024,86,1634
5011,10,1317,18,3,06:32AM,287364,80,313
5012,1,431,10,1,05:48PM,448599,53,551
5013,3,1466,11,1,07:13PM,118917,11,166
5014,10,1419,3,4,06:07AM,466654,86,1304
5015,9,558,12,2,09:01AM,104184,5,1505
5016,0,872,7,1,02:32PM,373002,14,1111
5017,0,87,2,2,08:11PM,178019,70,795
5018,1,472,3,3,03:52PM,148164,3,880
5020,1,943,7,4,10:14AM,403280,11,1833
5021,1,1378,10,4,01:46PM,432581,80,814
5022,0,1177,13,6,11:59PM,305583,85,1160
5023,1,1248,13,2,10:05PM,316281,39,607
5024,1,1111,10,4,11:27PM,130893,86,358
5025,9,771,16,5,02:09PM,416524,37,172
5026,1,506,20,1,02:12PM,219631,60,1229
5027,3,23,14,6,02:41PM,101138,76,394
5029,7,1426,1,1,11:15PM,172358,53,1984
5031,0,1168,3,4,03:32PM,302108,43,512
5033,4,71,18,3,05:37AM,445762,33,1678
5035,2,114,6,1,05:17AM,271624,16,1029
5036,2,1317,17,5,04:40AM,124562,12,1977
5037,4,774,20,6,10:43PM,166310,49,1080
5038,1,476,14,3,07:14AM,180274,29,1846
5039,3,982,3,3,02:00AM,136061,28,1266
5040,0,673,1,2,04:21PM,300949,58,1481
5041,6,1075,6,2,05:50PM,113856,4,1797
5042,10,226,8,3,06:49AM,287635,88,1644
5043,9,1206,11,4,11:51AM,217955,80,1422
5045,6,320,20,6,12:46AM,175797,4,1756
5046,4,1025,4,2,05:59AM,330730,24,1881
5047,2,1325,4,2,07:59AM,196895,79,1083
5048,10,955,6,2,03:29AM,181067,52,383
5049,7,1264,15,6,12:20AM,153094,61,813
5051,0,565,12,3,04:03AM,283416,40,1936
5052,6,959,1,5,11:28PM,190895,5,373
5053,6,914,19,1,08:04PM,375114,88,1311
5054,4,854,15,5,10:39PM,320340,85,1600
5055,7,731,3,4,01:02AM,265457,25,1165
5056,3,1254,8,6,07:06PM,238823,8,1004
5057,4,1324,9,2,12:29AM,237130,26,736
5058,5,45,14,4,06:37PM,468592,62,1372
5059,10,646,7,4,10:22AM,384799,51,1179
5060,7,1153,5,4,05:53AM,449197,39,914
5061,2,369,8,4,04:42PM,287364,25,1526
5062,6,537,5,5,06:48PM,413052,84,527
5064,8,1496,13,5,08:51AM,323591,57,501
5067,10,855,18,4,05:03AM,208563,74,890
5069,0,574,3,6,09:20AM,372743,62,1411
5070,9,710,8,2,01:48AM,216760,41,181
5071,3,20,16,4,06:21AM,342459,6,952
5072,5,748,5,2,07:09PM,475502,21,1857
5073,0,924,10,3,07:07AM,425176,27,327
5074,2,391,4,2,10:32PM,158235,78,1026
5075,1,562,3,6,11:42AM,334689,47,1301
5076,10,1022,6,2,04:11AM,449147,2,494
5078,0,801,20,4,03:20AM,202458,22,361
5080,7,1297,11,2,10:59PM,242518,37,199
5081,4,816,2,3,10:19PM,415597,33,438
5082,8,1106,2,2,04:03PM,212084,19,451
5085,8,142,6,6,04:12AM,453541,34,1907
5088,3,682,18,6,10:44PM,249978,61,201
5091,3,401,15,4,05:59PM,239647,74,1297
5092,3,263,8,2,08:22PM,464660,79,480
5093,3,788,13,6,06:16PM,461280,27,1488
5097,0,873,9,5,06:25PM,211244,89,1403
5098,2,901,8,6,07:34AM,442002,57,504
5099,9,904,9,1,05:25AM,129658,85,188
5104,2,155,20,6,07:18AM,449147,35,929
5105,10,794,16,3,01:01PM,473067,41,1273
5107,5,439,3,3,08:34AM,287012,9,1421
5108,0,621,14,5,08:40PM,407911,60,1784
5110,8,431,18,3,08:46PM,359525,27,1085
5112,1,511,1,2,01:43PM,151194,54,1309
5114,10,705,7,4,12:25PM,318659,9,1106
5115,8,315,18,1,05:29PM,484807,14,1019
5116,2,99,13,5,12:02PM,314811,76,604
5117,7,1372,10,4,02:59PM,438726,72,1790
5118,3,231,8,2,04:00AM,370701,76,936
5119,0,296,10,2,03:41PM,338524,13,1340
5122,9,1010,20,4,02:19PM,497048,68,482
5124,8,1038,14,1,01:03PM,258523,48,208
5125,5,98,5,6,10:56AM,118917,19,1462
5126,2,1177,6,3,05:38PM,217470,29,1206
5129,10,181,3,1,10:27AM,442558,33,1095
5133,5,389,20,6,02:37AM,193174,88,1625
5134,8,1203,18,5,10:34AM,217470,42,878
5135,2,950,6,6,11:19AM,318404,50,1193
5137,8,1470,5,2,01:02AM,464660,39,1421
5139,0,986,8,5,01:42AM,320340,16,1181
5142,8,1176,8,4,07:58PM,445842,87,432
5143,4,1161,6,6,02:27AM,219930,23,830
5147,2,687,3,5,04:12AM,244771,41,650
5148,3,1006,4,5,05:57AM,382510,63,1704
5150,10,1013,2,5,05:29PM,336184,57,1498
5151,7,1357,1,5,07:52AM,333665,34,1954
5153,4,1029,13,6,06:02AM,481334,2,909
5157,10,218,0,2,02:43AM,113856,24,953
5160,10,1332,10,4,03:24AM,271686,28,1024
5161,1,588,1,4,05:32PM,219930,40,918
5162,6,408,14,5,10:36PM,487458,6,1274
5163,0,945,14,6,01:02PM,180734,47,1800
5164,10,687,18,5,06:41PM,315209,22,980
5165,6,1077,0,4,06:45PM,332749,86,564
5166,3,1258,4,4,07:20AM,478908,78,132
5167,2,180,14,3,03:35PM,390538,72,758
5169,10,33,16,4,09:45PM,159097,50,1087
5170,2,1071,0,3,04:19AM,301742,32,982
5178,4,1092,11,1,09:16PM,287635,42,1475
5180,6,1209,16,3,07:15PM,339272,54,1189
5181,10,1228,14,3,09:25PM,426975,29,1575
5182,10,539,2,4,11:14AM,322341,16,714
5185,0,141,1,5,12:06PM,287364,70,1888
5188,9,95,16,5,03:29PM,268440,52,1557
5190,9,136,4,3,11:26AM,299897,13,658
5191,10,1483,1,1,07:49AM,121420,51,706
5193,2,1489,18,6,03:37AM,299897,75,1662
5197,10,847,11,4,03:59AM,160962,70,1771
5198,2,682,13,4,03:57AM,358908,5,302
5201,8,50,8,5,03:08PM,258899,52,217
5202,9,528,19,5,08:44AM,425053,78,1846
5203,4,4,2,4,06:40AM,211578,65,1864
5204,3,1393,9,4,06:57AM,340012,52,1397
5205,2,174,18,6,07:02AM,178992,31,906
5206,10,968,16,4,07:24AM,100879,49,773
5208,1,66,3,6,05:18PM,181268,70,1861
5209,8,1249,5,4,11:12PM,311667,86,986
5211,7,497,7,4,02:22PM,325579,12,258
5213,5,841,5,4,04:40PM,286617,34,490
5214,5,663,14,4,08:31PM,165744,36,122
5218,1,660,9,4,04:26PM,440648,29,750
5223,0,817,20,5,07:55AM,343283,51,1339
5224,0,575,15,2,03:02PM,343868,66,711
5225,10,10,4,3,09:35PM,368829,78,115
5229,1,1494,13,2,09:56PM,202046,40,1549
5232,1,896,6,3,10:25PM,125142,53,1070
5234,0,1456,19,6,12:56PM,264755,76,151
5235,5,768,7,6,02:39PM,239647,6,347
5236,5,883,5,1,09:52AM,478614,11,485
5237,6,969,0,6,04:56PM,271083,4,1449
5238,4,1272,9,4,11:12AM,152472,64,1945
5239,3,10,19,1,02:47AM,160962,54,1086
5241,10,1453,18,4,01:26AM,276500,8,770
5242,0,1228,11,4,11:30PM,152472,81,772
5243,9,214,13,6,02:18PM,447381,44,1291
5244,8,323,15,4,06:48PM,451652,74,1423
5245,0,436,16,2,01:07AM,106489,36,1020
5247,5,806,8,2,10:08PM,464641,3,1972
5250,2,1160,8,4,12:03AM,469080,65,726
5251,10,442,2,2,12:12PM,499238,56,1377
5253,4,630,3,5,08:45AM,362733,58,356
5254,3,973,16,5,10:14AM,152472,75,1072
5255,5,1214,11,2,03:39AM,434204,65,557
5256,9,1040,15,2,01:33AM,256241,75,1883
5257,8,909,10,6,05:57AM,146982,31,160
5258,8,1181,6,2,05:36PM,133659,78,425
5259,9,295,4,1,09:00AM,271083,71,249
5260,10,504,14,3,11:15PM,450037,2,464
5261,4,306,4,2,07:50PM,118456,75,856
5262,4,1145,5,2,07:36AM,276500,85,861
5263,0,1327,2,5,08:13AM,265109,8,1132
5264,10,1260,0,3,07:15AM,444406,28,603
5265,8,51,18,5,02:34AM,280260,43,173
5266,0,1212,11,3,09:25AM,333957,6,733
5268,4,150,13,4,03:39AM,351846,5,1699
5269,10,357,13,3,12:50PM,187034,15,677
5270,4,592,0,6,10:51PM,234390,43,1693
5271,7,923,3,1,02:46PM,407911,56,1941
5272,5,566,18,6,08:15PM,286910,73,1476
5273,5,550,9,2,07:54AM,156267,46,517
5274,4,974,12,4,07:25PM,165744,85,1133
5275,8,1120,8,5,09:04AM,294408,76,1107
5276,6,399,4,3,12:54PM,367154,28,1935
5277,5,882,11,4,03:42AM,246038,90,1999
5279,9,174,19,1,08:22AM,335592,80,896
5280,7,1226,16,5,08:09PM,489457,13,371
5281,6,525,9,5,08:17AM,437543,56,399
5282,7,564,13,4,03:10PM,104199,2,1092
5283,4,311,19,1,01:50PM,118917,14,444
5284,7,1479,5,1,04:21PM,271083,73,1686
5287,6,635,7,5,07:51PM,413843,56,644
5289,5,232,17,6,08:08PM,311842,43,1515
5290,3,463,0,6,05:42AM,153094,17,1173
5291,4,154,9,1,08:30AM,320340,16,190
5292,7,1261,8,1,06:04PM,413500,9,1536
5293,3,1321,11,3,10:12PM,413843,2,903
5294,9,1011,18,2,12:44AM,116654,47,243
5296,7,495,4,1,06:58PM,174838,43,411
5297,0,564,3,1,12:03AM,413480,2,420
5298,7,806,7,6,01:39PM,317619,37,611
5299,8,387,3,1,05:55AM,340521,24,224
5300,10,835,17,5,04:12PM,217565,58,1202
5301,10,781,14,6,11:16AM,302205,16,1909
5303,3,114,14,5,12:38PM,319015,36,1878
5304,1,804,0,5,06:23AM,184736,88,540
5306,5,803,3,5,03:59PM,101960,32,324
5307,5,1293,13,2,09:20PM,448599,76,1014
5308,9,1194,10,1,11:37AM,152472,47,1190
5309,4,1058,8,4,05:19AM,369256,5,1198
5310,4,1028,19,1,09:00PM,276500,27,1846
5313,5,981,1,3,01:33AM,125142,90,601
5314,8,381,8,5,02:02PM,464660,63,984
5315,10,394,10,3,03:35AM,305343,89,912
5316,0,549,7,2,08:15AM,146282,62,424
5317,0,373,14,3,12:48AM,319015,88,599
5318,8,66,6,1,12:36AM,152472,87,1023
5321,10,546,6,3,10:48AM,218424,57,1093
5322,1,86,3,3,10:43AM,284536,46,408
5323,10,426,5,5,10:28AM,124464,75,1886
5324,5,395,9,1,12:06PM,201185,3,432
5325,2,1317,7,2,12:48AM,257686,24,412
5326,1,487,10,2,09:31AM,479197,8,1912
5327,5,1159,3,6,04:52AM,333957,73,281
5330,5,424,5,6,12:47AM,135763,4,973
5332,1,1287,14,6,04:04AM,190465,13,940
5333,4,736,14,6,07:29PM,490035,89,1621
5334,3,446,3,6,06:42AM,175797,77,1197
5335,5,1105,8,3,07:25PM,358968,85,1593
5339,2,1168,2,4,09:47PM,489579,62,456
5340,7,987,4,2,08:06AM,357381,57,710
5341,4,287,4,5,11:36PM,152472,30,968
5342,1,152,16,1,07:18AM,190465,44,1317
5343,2,1164,20,1,12:48AM,239726,68,180
5344,9,410,6,4,11:41PM,325613,73,574
5346,3,1142,5,5,03:46PM,226425,40,1291
5348,3,1174,20,4,02:50AM,296040,79,627
5349,3,148,3,6,11:02PM,384799,70,1685
5351,7,1010,13,3,09:32AM,276500,34,682
5353,4,575,15,6,08:53PM,165744,24,1820
5354,5,53,13,1,10:53AM,257686,71,1819
5355,9,488,8,5,02:29PM,293712,12,894
5357,4,120,2,4,04:50AM,446982,43,777
5360,9,96,2,5,05:35AM,484831,41,818
5361,4,1242,3,1,08:30AM,148160,20,1246
5362,1,93,10,1,09:29PM,263682,85,1794
5363,0,1356,0,3,09:41PM,474303,70,1895
5364,10,978,12,2,05:42AM,318971,84,1958
5365,10,685,0,4,06:25PM,432260,59,973
5368,3,1187,10,5,11:54AM,325579,87,1219
5369,10,1096,7,5,03:29AM,485427,81,1982
5370,0,167,8,5,12:17PM,461175,66,867
5371,10,610,14,4,02:25PM,365482,63,1629
5372,1,304,9,1,06:00AM,341255,53,1904
5374,10,1493,1,4,05:10PM,228458,73,1644
5376,5,143,1,2,08:22AM,271083,25,1835
5377,7,284,2,2,12:05AM,224794,32,1035
5378,4,170,15,6,03:25PM,124728,56,1351
5379,10,1072,7,5,01:40AM,372241,59,909
5381,0,675,3,6,08:35AM,495002,66,364
5383,5,608,2,3,12:09AM,296040,68,340
5384,2,314,12,3,06:45PM,293616,31,1541
5385,0,609,5,2,08:24AM,208931,12,786
5386,2,116,17,4,02:07PM,175355,76,848
5387,4,246,10,2,05:40PM,371920,34,1884
5388,7,250,7,5,05:46PM,166600,34,785
5389,4,18,8,5,10:57AM,260501,71,893
5390,6,687,16,1,07:09PM,361966,77,289
5391,2,198,8,2,10:47PM,161271,83,1081
5393,6,1166,16,3,09:18PM,212604,68,801
5395,10,417,4,4,02:00PM,384799,81,855
5402,3,149,4,3,03:41AM,382510,3,1405
5403,5,1385,12,1,04:10AM,371580,42,431
5404,6,548,4,5,11:59AM,385884,46,764
5405,6,409,20,2,09:39PM,118917,8,1343
5406,4,1039,2,6,01:56PM,101354,84,1107
5407,3,670,5,4,08:58PM,297743,41,1789
5408,7,313,17,6,08:13AM,424417,84,683
5409,7,1385,11,6,04:48AM,489027,71,1993
5410,7,937,13,6,08:34PM,190465,25,1315
5411,3,183,15,5,02:08AM,415623,64,639
5413,3,110,11,3,11:44PM,380838,37,655
5415,0,1236,7,3,10:53AM,263932,33,153
5416,0,651,14,6,12:59PM,464972,88,621
5417,9,1306,11,6,04:11PM,203440,2,1150
5418,0,996,17,4,07:48PM,221877,89,1662
5419,9,489,20,3,07:46PM,327886,56,665
5422,0,1044,10,5,04:19PM,326926,88,1017
5423,9,1306,4,5,08:27AM,428637,54,915
5424,1,945,2,1,08:38AM,365731,89,177
5426,0,1130,8,5,12:39PM,271083,50,500
5429,8,334,2,6,07:58AM,442002,53,1080
5431,2,1232,20,1,09:02PM,101354,65,218
5433,6,35,17,2,03:19PM,238665,74,707
5434,1,120,9,3,04:00PM,382510,55,301
5435,3,1187,7,3,01:01PM,356575,42,1153
5436,1,1200,1,5,07:03AM,229665,20,625
5437,7,1052,2,1,07:40PM,310798,2,346
5438,8,1250,8,1,07:06AM,117630,56,1922
5440,5,434,20,3,05:05PM,369841,47,327
5441,5,483,3,2,01:21PM,280260,65,194
5443,4,815,5,1,04:43PM,449197,59,1237
5444,3,589,16,3,04:52PM,351846,86,1920
5445,0,705,3,5,09:06PM,331077,26,1872
5446,7,1404,3,4,10:22AM,130413,64,757
5447,6,1018,18,3,11:51AM,120252,21,361
5451,2,650,13,4,10:59AM,308922,67,276
5452,9,87,9,1,01:14AM,354952,64,1574
5453,9,712,20,1,06:40AM,118917,58,267
5454,0,1388,3,3,03:55PM,472098,10,1373
5455,8,919,18,1,03:40AM,400133,36,326
5456,6,11,7,6,06:04AM,190465,72,1336
5457,0,99,0,6,10:58AM,165744,84,1446
5458,0,929,9,4,07:49AM,485355,42,1836
5460,3,1277,0,2,12:26AM,268440,45,796
5463,4,1142,15,3,05:28AM,319006,22,1740
5464,2,894,17,3,05:21PM,408236,10,1501
5466,0,647,19,2,04:41PM,131153,74,969
5468,2,1440,16,5,05:59AM,280260,45,1367
5469,4,1162,18,3,11:40AM,244750,25,1549
5470,9,1296,2,2,02:19PM,272962,2,1498
5471,9,1053,9,5,07:04PM,360201,50,807
5472,9,1206,3,5,11:40PM,299899,12,1361
5473,4,1426,15,6,08:46AM,319015,87,265
5474,2,425,19,3,10:38PM,227061,41,211
5476,10,142,9,4,06:41AM,352352,64,1598
5478,4,1054,5,5,02:34PM,217454,27,895
5479,8,187,15,6,01:04PM,218563,58,317
5480,8,143,9,2,01:49PM,192121,90,1721
5481,3,1091,2,2,01:06AM,489325,62,580
5482,0,138,1,4,08:51PM,208563,51,726
5483,9,1067,19,5,09:14PM,337422,84,1397
5484,8,953,20,3,08:14PM,457945,34,936
5485,7,298,1,1,11:35PM,256837,51,904
5486,1,1207,20,1,02:48AM,474846,56,162
5488,1,856,12,1,09:26AM,113283,40,1261
5490,8,1044,13,6,06:07PM,152472,47,1175
5491,3,242,9,3,03:12AM,479825,6,463
5492,9,1353,7,2,02:24PM,413843,81,228
5493,4,663,20,4,07:38PM,364515,79,1744
5494,6,912,2,3,10:51PM,426344,56,1930
5495,9,1388,3,4,12:47AM,363744,28,1596
5496,0,339,11,6,10:39AM,271686,60,316
5497,4,254,16,1,07:27AM,181825,59,1146
5498,2,860,2,2,04:23PM,343868,40,1072
5500,5,204,10,3,01:22AM,264718,89,1870
5501,3,580,20,1,07:17PM,457945,56,1639
5503,3,1371,16,4,12:28PM,428038,35,1767
5505,9,149,1,6,12:01AM,422694,90,615
5506,7,53,15,2,05:07PM,175797,8,1509
5507,3,689,6,1,09:33AM,191982,70,333
5508,0,261,0,1,10:04AM,409000,15,562
5510,1,786,17,6,06:36AM,468695,69,1069
5511,10,77,13,4,04:14AM,271083,65,744
5512,8,23,1,5,09:17AM,113760,76,918
5513,6,875,10,4,01:41PM,176524,34,178
5516,8,1436,5,4,06:00PM,421851,4,971
5517,0,634,11,1,06:58AM,272962,28,1308
5520,2,1390,0,6,07:08AM,270080,42,671
5522,3,146,14,3,02:15AM,320998,79,555
5523,10,938,3,5,10:17PM,273099,46,618
5524,0,1246,15,6,04:18AM,353277,42,1920
5525,8,658,4,6,08:08AM,169130,5,807
5526,0,124,16,2,06:42PM,490663,50,1789
5528,4,1031,19,2,05:38PM,364146,9,531
5529,2,842,8,4,03:06PM,406426,60,803
5530,2,350,15,4,06:33AM,318623,74,281
5531,6,841,13,3,10:51AM,406566,16,683
5532,8,111,3,4,08:20AM,125142,76,989
5534,7,1398,12,1,05:58AM,210298,20,555
5536,9,59,7,6,12:54PM,384799,88,1069
5537,6,881,11,5,05:51PM,193161,68,286
5540,10,68,16,4,09:38AM,316399,64,703
5541,5,39,8,5,09:30AM,106540,44,1875
5542,2,1353,2,1,01:01PM,425053,9,1119
5543,6,1149,16,3,01:14AM,388618,64,1535
5544,4,462,8,1,01:05AM,107182,26,1570
5545,9,1482,8,6,10:00PM,478908,23,484
5546,6,15,19,6,11:39PM,106540,45,123
